trade_dttm,trader_id,trader_name,side,amount,price,value,event_id,market_title,market_subtitle,outcome,market_icon,trader_tags
2025-05-30 17:53:07,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,7.89,0.041,0.32349,24796,Poland Presidential Election Margin of Victory,Nawrocki 4-8%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-win-by-4-8-P7izAHrUVUa4.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:53:07,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,7.89,0.4,3.156,24796,Poland Presidential Election Margin of Victory,Trzaskowski 0-4%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-win-by-0-4-gV8HAhwJbyRU.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:53:07,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,7.89,0.030873257287705957,0.24359,24796,Poland Presidential Election Margin of Victory,Trzaskowski 8-12%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-win-by-8-12-M36xIDPp8MeR.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:53:07,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,7.89,0.012,0.09468,24796,Poland Presidential Election Margin of Victory,Trzaskowski >12%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-win-by-over-12-nw--ns8efGiC.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:53:07,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,7.89,0.38000000000000006,2.9982,24796,Poland Presidential Election Margin of Victory,Nawrocki 0-4%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-win-by-0-4-8Jd5hK7_rtO4.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:50:11,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,1.41,0.03,0.0423,25473,"Bitcoin Price - May 30, 5PM ET",106-107k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:50:11,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,1.41,0.965,1.36065,25473,"Bitcoin Price - May 30, 5PM ET",<106k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:50:11,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,1.41,0.01,0.0141,25473,"Bitcoin Price - May 30, 5PM ET",107-108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:50:05,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.75,0.001,0.00875,25473,"Bitcoin Price - May 30, 5PM ET",>108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:50:05,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.75,0.030000000000000002,0.2625,25473,"Bitcoin Price - May 30, 5PM ET",106-107k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:50:05,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.75,0.965,8.44375,25473,"Bitcoin Price - May 30, 5PM ET",<106k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:50:05,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,8.75,0.01,0.08750000000000001,25473,"Bitcoin Price - May 30, 5PM ET",107-108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.51,5.1,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",70-79,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.06999999999999999,0.7,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",<50,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.13,1.3,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",50-59,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.16999999999999998,1.6999999999999997,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",60-69,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.0,0.13,1.3,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",80+,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:51,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.5,10.0,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",70-79,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.06999999999999999,1.4,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",<50,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.13999999999999999,2.8,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",50-59,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.16999999999999998,3.3999999999999995,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",60-69,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:49:49,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.13,2.6,25226,"""From the World of John Wick: Ballerina"" Rotten Tomatoes score?",80+,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/from-the-world-of-john-wick-ballerina-rotten-tomatoes-score-M70nWiB6OGmP.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:43:05,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,35.0,0.043,1.505,24796,Poland Presidential Election Margin of Victory,Nawrocki 4-8%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-win-by-4-8-P7izAHrUVUa4.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:40:41,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,2.12,0.31,0.6572,25312,Lee Jae-myung % of vote in South Korea Election? (2% Brackets),51-53%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-lee-jae-myung-win-between-51-and-53-of-the-vote-in-the-south-korea-election-u9ZKSpYW7AkI.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:36:39,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,35.0,0.14,4.9,24796,Poland Presidential Election Margin of Victory,Trzaskowski 4-8%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-win-by-4-8-lta4KryArdHZ.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:36:39,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,35.0,0.004,0.14,24796,Poland Presidential Election Margin of Victory,Nawrocki >8%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-win-by-over-8-3uWqxRlq3G1y.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:36:39,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,35.0,0.4,14.0,24796,Poland Presidential Election Margin of Victory,Trzaskowski 0-4%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-win-by-0-4-gV8HAhwJbyRU.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:36:39,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,35.0,0.032,1.12,24796,Poland Presidential Election Margin of Victory,Trzaskowski 8-12%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-win-by-8-12-M36xIDPp8MeR.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:36:39,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,35.0,0.012,0.42,24796,Poland Presidential Election Margin of Victory,Trzaskowski >12%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-rafa-trzaskowski-win-by-over-12-nw--ns8efGiC.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:36:39,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,35.0,0.37,12.95,24796,Poland Presidential Election Margin of Victory,Nawrocki 0-4%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-karol-nawrocki-win-by-0-4-8Jd5hK7_rtO4.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:34:43,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,6.1,0.08,0.488,24432,May Inflation - Monthly,≥0.4%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-monthly-ieu1nGwqGb6T.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:34:43,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,6.1,0.1,0.61,24432,May Inflation - Monthly,0.3%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-monthly-ieu1nGwqGb6T.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:34:43,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,6.1,0.33,2.013,24432,May Inflation - Monthly,0.1%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-monthly-ieu1nGwqGb6T.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:34:43,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,6.1,0.12000000000000001,0.732,24432,May Inflation - Monthly,≤0.0%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-monthly-ieu1nGwqGb6T.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:34:43,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,6.1,0.38,2.318,24432,May Inflation - Monthly,0.2%,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/january-inflation-monthly-ieu1nGwqGb6T.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:33:59,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,39.0,0.052,2.028,25325,Elon Musk Net Worth on June 30?,$390b - $400b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:33:59,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,39.0,0.39999999999999997,15.599999999999998,25325,Elon Musk Net Worth on June 30?,>$400b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:33:59,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,39.0,0.06999999999999999,2.7299999999999995,25325,Elon Musk Net Worth on June 30?,$350b - $360b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:33:59,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,39.0,0.19,7.41,25325,Elon Musk Net Worth on June 30?,$380b - $390b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:33:59,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,39.0,0.06999999999999999,2.7299999999999995,25325,Elon Musk Net Worth on June 30?,$370b - $380b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:33:59,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,39.0,0.09,3.51,25325,Elon Musk Net Worth on June 30?,$360b - $370b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:33:59,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,39.0,0.13,5.07,25325,Elon Musk Net Worth on June 30?,<$350b,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-net-worth-on-feb-28-6S8eRvSIplAk.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.37,7.4,25229,'Karate Kid: Legends' Opening Weekend Box Office,<$20m,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/karate-kid-legends-opening-weekend-box-office-kqFqqTpJB50J.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.01,0.2,25229,'Karate Kid: Legends' Opening Weekend Box Office,$29m–$32m,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/karate-kid-legends-opening-weekend-box-office-kqFqqTpJB50J.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.44000000000000006,8.8,25229,'Karate Kid: Legends' Opening Weekend Box Office,$20m–$23m,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/karate-kid-legends-opening-weekend-box-office-kqFqqTpJB50J.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.004,0.08,25229,'Karate Kid: Legends' Opening Weekend Box Office,$32m+,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/karate-kid-legends-opening-weekend-box-office-kqFqqTpJB50J.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.145,2.9,25229,'Karate Kid: Legends' Opening Weekend Box Office,$23m–$26m,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/karate-kid-legends-opening-weekend-box-office-kqFqqTpJB50J.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:53,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,20.0,0.045,0.8999999999999999,25229,'Karate Kid: Legends' Opening Weekend Box Office,$26m–$29m,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/karate-kid-legends-opening-weekend-box-office-kqFqqTpJB50J.jpg,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:31,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,31.99,0.001,0.03199,25473,"Bitcoin Price - May 30, 5PM ET",>108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:31,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,31.99,0.9700000000000001,31.0303,25473,"Bitcoin Price - May 30, 5PM ET",<106k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:31,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,31.99,0.001,0.03199,25473,"Bitcoin Price - May 30, 5PM ET",107-108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:32:29,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,31.99,0.031562988433885594,1.0097,25473,"Bitcoin Price - May 30, 5PM ET",106-107k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:31:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.99,0.001,0.01099,25473,"Bitcoin Price - May 30, 5PM ET",>108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:31:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.99,0.039,0.42861,25473,"Bitcoin Price - May 30, 5PM ET",106-107k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:31:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.99,0.96,10.5504,25473,"Bitcoin Price - May 30, 5PM ET",<106k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:31:17,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,10.99,0.001,0.01099,25473,"Bitcoin Price - May 30, 5PM ET",107-108k,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:29:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,11.67,0.001,0.01167,25206,Spanish Grand Prix Winner,Alex Albon,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/f1-constructors-champion-2025-PULWDiyoGXZ7.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:29:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,11.67,0.004,0.04668,25206,Spanish Grand Prix Winner,Lance Stroll,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/f1-constructors-champion-2025-PULWDiyoGXZ7.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:29:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,11.67,0.01,0.1167,25206,Spanish Grand Prix Winner,Andrea Antonelli,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/f1-constructors-champion-2025-PULWDiyoGXZ7.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:29:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,11.67,0.29000000000000004,3.3843000000000005,25206,Spanish Grand Prix Winner,Oscar Piastri,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/f1-constructors-champion-2025-PULWDiyoGXZ7.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
2025-05-30 17:29:37,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,cry.eth2,sell,11.67,0.006,0.07002,25206,Spanish Grand Prix Winner,Yuki Tsunoda,Yes,https://polymarket-upload.s3.us-east-2.amazonaws.com/f1-constructors-champion-2025-PULWDiyoGXZ7.png,Overall PnL > $100k; Overall Win Rate > 67%; 1k+ Positions
